stdlinxscd,tdlinx_store_sk,stranscd,smodchgind,sfiledt,sstatusind,sname,sno,sstreetadd,scity,sst,szip,splacenm,sstcd,scntcd,scntrynm,stradeclcd,sformatcd,snostrcd,schainind,sfiller1,slat,slong,slatlongcd,sblockid,sfiller2,sareacd,sphoneno,sfiller3,sannvolcd,swklyvol,ssqft,sftemploy,snmchkout,sfiller4,stdlinxocd,sownfamcd,sownnm,sowncity,sownst,sownstcd,sowncntcd,sfiller5,stdlinxpcd,ssupfamcd,ssupnm,ssupcity,ssupst,ssupstcd,ssupcntcd,sfiller6,stdlinxgcd,sgrpnm,sfranind,sfiller7,sgas,shivolcig,spharm,sliquor,swine,sbeer,sonprem,sfoodtype,sfuture1,sfuture2,sfuture3,sfiller8,src_desc,cstdlinxscd,current_ind,trade_channel_desc,premise_type,tdlinx_premise,store_volume_desc,chain_indicator_desc,food_type_desc,format_type_desc,lat_long_geo_desc,no_of_stores_desc,store_status_desc,transaction_code_desc,htdlinxucd,hulname,td_store_osk,source_system,ecommerce_provider,ecommerce_delivery_ind,ecommerce_in_store_pickup_ind,ecommerce_curbside_pickup_ind,load_dt,modified_dt
TDLX00457,1000000457,N,ADD,20260129,A,The Cheesecake Factory,1457,4659 Oak Ave,Denver,CO,80201,Denver,CO,USA,United States,ON,Fi,57,C,FILLER,46.1237,-75.993,Y,BLK00457,FILLER,CO,538-555-6250,FILLER,M,2676,14872,72,4,FILLER,OWN00457,FAM457,The Cheesecake Factory Inc,Denver,CO,CO,USA,FILLER,PROV00457,SUP001,Southern Glazer's,Miami,CA,NY,USA,FILLER,GRP457,The Cheesecake Factory Group,Y,FILLER,N,N,N,Y,Y,Y,Y,MIXED,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00457,Y,Restaurant - On Premise,ON,ON-Premise,"High Volume,$10M+",Chain,Fine Dining,Fine Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00457,THE CHEESECAKE FACTO DENVER,1000000457,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00458,1000000458,N,ADD,20260129,A,Morton's The Steakhouse,1458,1914 Main St,Charlotte,NC,28201,Charlotte,NC,USA,United States,ON,Ba,58,C,FILLER,45.1151,-111.2874,Y,BLK00458,FILLER,NC,287-555-2053,FILLER,M,6166,17958,82,12,FILLER,OWN00458,FAM458,Morton's The Steakhouse Inc,Charlotte,NC,NC,USA,FILLER,PROV00458,SUP001,Southern Glazer's,Miami,FL,CA,USA,FILLER,GRP458,Morton's The Steakhouse Group,Y,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00458,Y,Restaurant - On Premise,ON,ON-Premise,"High Volume,$10M+",Chain,Bar & Grill,Bar & Grill,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00458,MORTON'S THE STEAKHO CHARLOTTE,1000000458,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00459,1000000459,N,ADD,20260129,A,Keg N Bottle,1459,2659 Pine St,Miami,FL,33101,Miami,FL,USA,United States,OFF,Sp,59,C,FILLER,31.7901,-83.1259,Y,BLK00459,FILLER,FL,314-555-6910,FILLER,M,8471,11781,33,9,FILLER,OWN00459,FAM459,Keg N Bottle Inc,Miami,FL,FL,USA,FILLER,PROV00459,SUP001,Southern Glazer's,Dallas,CA,NY,USA,FILLER,GRP459,Keg N Bottle Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00459,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00459,KEG N BOTTLE MIAMI,1000000459,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00460,1000000460,N,ADD,20260129,A,K&L Wine Merchants,1460,8046 Broadway,Austin,TX,78701,Austin,TX,USA,United States,OFF,Co,60,C,FILLER,36.3139,-66.1397,Y,BLK00460,FILLER,TX,987-555-6098,FILLER,M,5188,26128,29,7,FILLER,OWN00460,FAM460,K&L Wine Merchants Inc,Austin,TX,TX,USA,FILLER,PROV00460,SUP001,Southern Glazer's,New York,TX,CA,USA,FILLER,GRP460,K&L Wine Merchants Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00460,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00460,K&L WINE MERCHANTS AUSTIN,1000000460,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00461,1000000461,N,ADD,20260129,A,Wine World,1461,6534 Broadway,Austin,TX,78701,Austin,TX,USA,United States,OFF,Su,61,I,FILLER,28.5508,-84.8138,Y,BLK00461,FILLER,TX,306-555-9140,FILLER,H,3496,20170,39,7,FILLER,OWN00461,FAM461,Wine World Inc,Austin,TX,TX,USA,FILLER,PROV00461,SUP001,Southern Glazer's,Los Angeles,TX,NY,USA,FILLER,GRP461,Wine World Group,N,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00461,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Independent,Superstore,Superstore,Valid Coordinates,Single Store,Active,New Account,ULOC00461,WINE WORLD AUSTIN,1000000461,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00462,1000000462,N,ADD,20260129,A,Total Wine & More,1462,1506 Oak Ave,San Francisco,CA,94101,San Francisco,CA,USA,United States,OFF,Co,62,I,FILLER,45.1407,-97.0592,Y,BLK00462,FILLER,CA,436-555-9042,FILLER,H,2685,27134,78,12,FILLER,OWN00462,FAM462,Total Wine & More Inc,San Francisco,CA,CA,USA,FILLER,PROV00462,SUP001,Southern Glazer's,Miami,NY,CA,USA,FILLER,GRP462,Total Wine & More Group,N,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00462,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Independent,Convenience Store,Convenience Store,Valid Coordinates,Single Store,Active,New Account,ULOC00462,TOTAL WINE & MORE SAN FRANCI,1000000462,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00463,1000000463,N,ADD,20260129,A,Eddie V's,1463,8275 Main St,Milwaukee,WI,53201,Milwaukee,WI,USA,United States,ON,Ba,63,I,FILLER,47.4779,-108.0157,Y,BLK00463,FILLER,WI,730-555-3546,FILLER,M,2151,14237,41,8,FILLER,OWN00463,FAM463,Eddie V's Inc,Milwaukee,WI,WI,USA,FILLER,PROV00463,SUP001,Southern Glazer's,Dallas,TX,NY,USA,FILLER,GRP463,Eddie V's Group,N,FILLER,N,N,N,Y,Y,Y,Y,MIXED,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00463,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$2-5M",Independent,Bar & Grill,Bar & Grill,Valid Coordinates,Single Store,Active,New Account,ULOC00463,EDDIE V'S MILWAUKEE,1000000463,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00464,1000000464,N,ADD,20260129,A,Riverside Liquor,1464,4643 Broadway,Tucson,AZ,85701,Tucson,AZ,USA,United States,OFF,Sp,64,C,FILLER,42.462,-70.0658,Y,BLK00464,FILLER,AZ,351-555-2828,FILLER,H,3740,21320,28,6,FILLER,OWN00464,FAM464,Riverside Liquor Inc,Tucson,AZ,AZ,USA,FILLER,PROV00464,SUP001,Southern Glazer's,Miami,NY,TX,USA,FILLER,GRP464,Riverside Liquor Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00464,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00464,RIVERSIDE LIQUOR TUCSON,1000000464,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00465,1000000465,N,ADD,20260129,A,Hi-Time Wine Cellars,1465,7878 Oak Ave,Milwaukee,WI,53201,Milwaukee,WI,USA,United States,OFF,Sp,65,I,FILLER,43.7725,-77.7876,Y,BLK00465,FILLER,WI,844-555-9167,FILLER,H,2358,23312,48,4,FILLER,OWN00465,FAM465,Hi-Time Wine Cellars Inc,Milwaukee,WI,WI,USA,FILLER,PROV00465,SUP001,Southern Glazer's,Dallas,FL,CA,USA,FILLER,GRP465,Hi-Time Wine Cellars Group,N,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00465,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Independent,Specialty Store,Specialty Store,Valid Coordinates,Single Store,Active,New Account,ULOC00465,HI-TIME WINE CELLARS MILWAUKEE,1000000465,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00466,1000000466,N,ADD,20260129,A,Keg N Bottle,1466,887 Pine St,Milwaukee,WI,53201,Milwaukee,WI,USA,United States,OFF,Sp,66,C,FILLER,38.4443,-111.1393,Y,BLK00466,FILLER,WI,731-555-3766,FILLER,M,6753,27453,79,10,FILLER,OWN00466,FAM466,Keg N Bottle Inc,Milwaukee,WI,WI,USA,FILLER,PROV00466,SUP001,Southern Glazer's,Miami,NY,CA,USA,FILLER,GRP466,Keg N Bottle Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00466,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00466,KEG N BOTTLE MILWAUKEE,1000000466,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00467,1000000467,N,ADD,20260129,A,Bonefish Grill,1467,9993 Broadway,Phoenix,AZ,85001,Phoenix,AZ,USA,United States,ON,Ca,67,C,FILLER,48.3055,-92.3222,Y,BLK00467,FILLER,AZ,556-555-7601,FILLER,H,8725,27268,71,11,FILLER,OWN00467,FAM467,Bonefish Grill Inc,Phoenix,AZ,AZ,USA,FILLER,PROV00467,SUP001,Southern Glazer's,Los Angeles,CA,FL,USA,FILLER,GRP467,Bonefish Grill Group,Y,FILLER,N,N,N,Y,Y,Y,Y,MIXED,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00467,Y,Restaurant - On Premise,ON,ON-Premise,"High Volume,$10M+",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00467,BONEFISH GRILL PHOENIX,1000000467,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00468,1000000468,N,ADD,20260129,A,Ocean Prime,1468,2025 1st Ave,Boston,MA,02101,Boston,MA,USA,United States,ON,Fi,68,I,FILLER,34.3454,-101.0676,Y,BLK00468,FILLER,MA,654-555-7355,FILLER,L,9355,7627,92,4,FILLER,OWN00468,FAM468,Ocean Prime Inc,Boston,MA,MA,USA,FILLER,PROV00468,SUP001,Southern Glazer's,Dallas,NY,FL,USA,FILLER,GRP468,Ocean Prime Group,N,FILLER,N,N,N,Y,Y,Y,Y,MIXED,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00468,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$5-10M",Independent,Fine Dining,Fine Dining,Valid Coordinates,Single Store,Active,New Account,ULOC00468,OCEAN PRIME BOSTON,1000000468,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00469,1000000469,N,ADD,20260129,A,Yardhouse,1469,9220 1st Ave,Las Vegas,NV,89101,Las Vegas,NV,USA,United States,ON,Ca,69,C,FILLER,25.1305,-88.8055,Y,BLK00469,FILLER,NV,746-555-3014,FILLER,M,9122,17949,61,5,FILLER,OWN00469,FAM469,Yardhouse Inc,Las Vegas,NV,NV,USA,FILLER,PROV00469,SUP001,Southern Glazer's,New York,TX,FL,USA,FILLER,GRP469,Yardhouse Group,Y,FILLER,N,N,N,Y,Y,Y,Y,STEAK,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00469,Y,Restaurant - On Premise,ON,ON-Premise,"High Volume,$10M+",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00469,YARDHOUSE LAS VEGAS,1000000469,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00470,1000000470,N,ADD,20260129,A,BevMo!,1470,8373 Elm St,Nashville,TN,37201,Nashville,TN,USA,United States,OFF,Su,70,C,FILLER,34.2467,-94.2687,Y,BLK00470,FILLER,TN,895-555-4326,FILLER,M,2260,23036,99,7,FILLER,OWN00470,FAM470,BevMo! Inc,Nashville,TN,TN,USA,FILLER,PROV00470,SUP001,Southern Glazer's,New York,CA,NY,USA,FILLER,GRP470,BevMo! Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00470,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00470,BEVMO! NASHVILLE,1000000470,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00471,1000000471,N,ADD,20260129,A,Bonefish Grill,1471,4221 Market St,Tampa,FL,33601,Tampa,FL,USA,United States,ON,Ca,71,C,FILLER,46.985,-66.2591,Y,BLK00471,FILLER,FL,225-555-2282,FILLER,H,6327,14155,39,12,FILLER,OWN00471,FAM471,Bonefish Grill Inc,Tampa,FL,FL,USA,FILLER,PROV00471,SUP001,Southern Glazer's,Los Angeles,NY,FL,USA,FILLER,GRP471,Bonefish Grill Group,Y,FILLER,N,N,N,Y,Y,Y,Y,STEAK,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00471,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$2-5M",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00471,BONEFISH GRILL TAMPA,1000000471,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00472,1000000472,N,ADD,20260129,A,Seasons 52,1472,1280 Elm St,San Antonio,TX,78201,San Antonio,TX,USA,United States,ON,Ba,72,C,FILLER,25.6922,-119.3837,Y,BLK00472,FILLER,TX,628-555-8904,FILLER,L,2316,19543,62,8,FILLER,OWN00472,FAM472,Seasons 52 Inc,San Antonio,TX,TX,USA,FILLER,PROV00472,SUP001,Southern Glazer's,New York,TX,NY,USA,FILLER,GRP472,Seasons 52 Group,Y,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00472,Y,Restaurant - On Premise,ON,ON-Premise,"Low Volume,<$2M",Chain,Bar & Grill,Bar & Grill,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00472,SEASONS 52 SAN ANTONI,1000000472,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00473,1000000473,N,ADD,20260129,A,Morton's The Steakhouse,1473,1604 Broadway,Las Vegas,NV,89101,Las Vegas,NV,USA,United States,ON,Fi,73,C,FILLER,41.7974,-89.8901,Y,BLK00473,FILLER,NV,839-555-7411,FILLER,M,1486,12825,58,5,FILLER,OWN00473,FAM473,Morton's The Steakhouse Inc,Las Vegas,NV,NV,USA,FILLER,PROV00473,SUP001,Southern Glazer's,New York,NY,TX,USA,FILLER,GRP473,Morton's The Steakhouse Group,Y,FILLER,N,N,N,Y,Y,Y,Y,ITALIAN,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00473,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$5-10M",Chain,Fine Dining,Fine Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00473,MORTON'S THE STEAKHO LAS VEGAS,1000000473,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00474,1000000474,N,ADD,20260129,A,Eddie V's,1474,5755 Elm St,Nashville,TN,37201,Nashville,TN,USA,United States,ON,Ba,74,C,FILLER,28.1052,-83.0465,Y,BLK00474,FILLER,TN,602-555-9066,FILLER,L,7475,10619,43,12,FILLER,OWN00474,FAM474,Eddie V's Inc,Nashville,TN,TN,USA,FILLER,PROV00474,SUP001,Southern Glazer's,Los Angeles,NY,TX,USA,FILLER,GRP474,Eddie V's Group,Y,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00474,Y,Restaurant - On Premise,ON,ON-Premise,"High Volume,$10M+",Chain,Bar & Grill,Bar & Grill,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00474,EDDIE V'S NASHVILLE,1000000474,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00475,1000000475,N,ADD,20260129,A,The Cheesecake Factory,1475,2015 Market St,New York,NY,10001,New York,NY,USA,United States,ON,Fi,75,C,FILLER,42.93,-101.5891,Y,BLK00475,FILLER,NY,438-555-8998,FILLER,H,8968,15814,41,7,FILLER,OWN00475,FAM475,The Cheesecake Factory Inc,New York,NY,NY,USA,FILLER,PROV00475,SUP001,Southern Glazer's,New York,TX,TX,USA,FILLER,GRP475,The Cheesecake Factory Group,Y,FILLER,N,N,N,Y,Y,Y,Y,CASUAL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00475,Y,Restaurant - On Premise,ON,ON-Premise,"High Volume,$10M+",Chain,Fine Dining,Fine Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00475,THE CHEESECAKE FACTO NEW YORK,1000000475,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00476,1000000476,N,ADD,20260129,A,Liquor Barn,1476,5449 Broadway,Nashville,TN,37201,Nashville,TN,USA,United States,OFF,Su,76,C,FILLER,47.6215,-77.9154,Y,BLK00476,FILLER,TN,343-555-3231,FILLER,M,1506,9240,88,12,FILLER,OWN00476,FAM476,Liquor Barn Inc,Nashville,TN,TN,USA,FILLER,PROV00476,SUP001,Southern Glazer's,Dallas,NY,CA,USA,FILLER,GRP476,Liquor Barn Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00476,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00476,LIQUOR BARN NASHVILLE,1000000476,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00477,1000000477,N,ADD,20260129,A,Bottles,1477,5893 Broadway,Phoenix,AZ,85001,Phoenix,AZ,USA,United States,OFF,Su,77,C,FILLER,48.5243,-113.8306,Y,BLK00477,FILLER,AZ,750-555-6950,FILLER,H,8363,7746,44,10,FILLER,OWN00477,FAM477,Bottles Inc,Phoenix,AZ,AZ,USA,FILLER,PROV00477,SUP001,Southern Glazer's,New York,CA,NY,USA,FILLER,GRP477,Bottles Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00477,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00477,BOTTLES PHOENIX,1000000477,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00478,1000000478,N,ADD,20260129,A,The Capital Grille,1478,1673 Market St,Indianapolis,IN,46201,Indianapolis,IN,USA,United States,ON,Fi,78,C,FILLER,29.8542,-107.954,Y,BLK00478,FILLER,IN,592-555-3491,FILLER,H,7735,11820,40,4,FILLER,OWN00478,FAM478,The Capital Grille Inc,Indianapolis,IN,IN,USA,FILLER,PROV00478,SUP001,Southern Glazer's,Los Angeles,TX,FL,USA,FILLER,GRP478,The Capital Grille Group,Y,FILLER,N,N,N,Y,Y,Y,Y,ITALIAN,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00478,Y,Restaurant - On Premise,ON,ON-Premise,"Low Volume,<$2M",Chain,Fine Dining,Fine Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00478,THE CAPITAL GRILLE INDIANAPOL,1000000478,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00479,1000000479,N,ADD,20260129,A,Hi-Time Wine Cellars,1479,3789 Oak Ave,San Diego,CA,92101,San Diego,CA,USA,United States,OFF,Su,79,C,FILLER,43.0162,-96.1486,Y,BLK00479,FILLER,CA,713-555-1146,FILLER,M,7992,16291,25,9,FILLER,OWN00479,FAM479,Hi-Time Wine Cellars Inc,San Diego,CA,CA,USA,FILLER,PROV00479,SUP001,Southern Glazer's,Miami,CA,CA,USA,FILLER,GRP479,Hi-Time Wine Cellars Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00479,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00479,HI-TIME WINE CELLARS SAN DIEGO,1000000479,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00480,1000000480,N,ADD,20260129,A,Eddie V's,1480,2369 Market St,Nashville,TN,37201,Nashville,TN,USA,United States,ON,Fi,80,C,FILLER,45.9413,-121.2079,Y,BLK00480,FILLER,TN,902-555-3502,FILLER,L,8746,6270,31,6,FILLER,OWN00480,FAM480,Eddie V's Inc,Nashville,TN,TN,USA,FILLER,PROV00480,SUP001,Southern Glazer's,Dallas,TX,CA,USA,FILLER,GRP480,Eddie V's Group,Y,FILLER,N,N,N,Y,Y,Y,Y,MIXED,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00480,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$2-5M",Chain,Fine Dining,Fine Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00480,EDDIE V'S NASHVILLE,1000000480,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00481,1000000481,N,ADD,20260129,A,Keg N Bottle,1481,1320 Main St,Columbus,OH,43201,Columbus,OH,USA,United States,OFF,Sp,81,C,FILLER,33.174,-113.8584,Y,BLK00481,FILLER,OH,399-555-7728,FILLER,M,9421,26874,74,12,FILLER,OWN00481,FAM481,Keg N Bottle Inc,Columbus,OH,OH,USA,FILLER,PROV00481,SUP001,Southern Glazer's,Miami,TX,TX,USA,FILLER,GRP481,Keg N Bottle Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00481,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00481,KEG N BOTTLE COLUMBUS,1000000481,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00482,1000000482,N,ADD,20260129,A,BevMo!,1482,3805 Oak Ave,Columbus,OH,43201,Columbus,OH,USA,United States,OFF,Sp,82,I,FILLER,45.9041,-73.403,Y,BLK00482,FILLER,OH,801-555-3720,FILLER,M,3545,14883,82,3,FILLER,OWN00482,FAM482,BevMo! Inc,Columbus,OH,OH,USA,FILLER,PROV00482,SUP001,Southern Glazer's,New York,TX,CA,USA,FILLER,GRP482,BevMo! Group,N,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00482,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Independent,Specialty Store,Specialty Store,Valid Coordinates,Single Store,Active,New Account,ULOC00482,BEVMO! COLUMBUS,1000000482,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00483,1000000483,N,ADD,20260129,A,K&L Wine Merchants,1483,4477 Market St,Chicago,IL,60601,Chicago,IL,USA,United States,OFF,Sp,83,C,FILLER,45.3942,-74.8819,Y,BLK00483,FILLER,IL,935-555-2097,FILLER,H,7414,19709,93,3,FILLER,OWN00483,FAM483,K&L Wine Merchants Inc,Chicago,IL,IL,USA,FILLER,PROV00483,SUP001,Southern Glazer's,New York,TX,TX,USA,FILLER,GRP483,K&L Wine Merchants Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00483,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00483,K&L WINE MERCHANTS CHICAGO,1000000483,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00484,1000000484,N,ADD,20260129,A,Binny's Beverage Depot,1484,9766 Elm St,Houston,TX,77001,Houston,TX,USA,United States,OFF,Su,84,C,FILLER,25.4896,-108.7244,Y,BLK00484,FILLER,TX,385-555-9920,FILLER,L,9133,15450,54,8,FILLER,OWN00484,FAM484,Binny's Beverage Depot Inc,Houston,TX,TX,USA,FILLER,PROV00484,SUP001,Southern Glazer's,Dallas,FL,TX,USA,FILLER,GRP484,Binny's Beverage Depot Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00484,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00484,BINNY'S BEVERAGE DEP HOUSTON,1000000484,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
